檔名,頁碼,網址
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100702-01.jpg,4,http://pic.pimg.tw/ronnywang/1402365227-1984840941.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100702-01.jpg,5,http://pic.pimg.tw/ronnywang/1402365244-1507757947.png?v=1402365251
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100702-01.jpg,6,http://pic.pimg.tw/ronnywang/1402365252-3903661229.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100702-01.jpg,7,http://pic.pimg.tw/ronnywang/1402365259-4235539499.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100702-01.jpg,8,http://pic.pimg.tw/ronnywang/1402365268-2083191280.png?v=1402365274
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100702-02.jpg,0,http://pic.pimg.tw/ronnywang/1402365311-3900849888.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100702-02.jpg,1,http://pic.pimg.tw/ronnywang/1402365319-3836102597.png?v=1402365325
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100702-02.jpg,2,http://pic.pimg.tw/ronnywang/1402365326-2282511187.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100702-02.jpg,3,http://pic.pimg.tw/ronnywang/1402365334-1270526033.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100702-02.jpg,4,http://pic.pimg.tw/ronnywang/1402365342-2631944618.png?v=1402365349
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100702-02.jpg,5,http://pic.pimg.tw/ronnywang/1402365350-906567050.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100702-02.jpg,6,http://pic.pimg.tw/ronnywang/1402365359-3013167645.png?v=1402365366
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100702-02.jpg,7,http://pic.pimg.tw/ronnywang/1402365367-3171360546.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100702-02.jpg,8,http://pic.pimg.tw/ronnywang/1402365375-2792510575.png?v=1402365381
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100702-03.jpg,0,http://pic.pimg.tw/ronnywang/1402365425-282294339.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100702-03.jpg,1,http://pic.pimg.tw/ronnywang/1402365433-866431839.png?v=1402365441
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100702-03.jpg,2,http://pic.pimg.tw/ronnywang/1402365442-2515026754.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100702-03.jpg,3,http://pic.pimg.tw/ronnywang/1402365450-3113904948.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100702-03.jpg,4,http://pic.pimg.tw/ronnywang/1402365458-1056629842.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100702-03.jpg,5,http://pic.pimg.tw/ronnywang/1402365466-2999613906.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100702-03.jpg,6,http://pic.pimg.tw/ronnywang/1402365476-3692612313.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100703-01.jpg,0,http://pic.pimg.tw/ronnywang/1402365524-374633129.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100703-01.jpg,1,http://pic.pimg.tw/ronnywang/1402365532-1080788625.png?v=1402365538
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100703-01.jpg,2,http://pic.pimg.tw/ronnywang/1402365539-4107121668.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100703-01.jpg,3,http://pic.pimg.tw/ronnywang/1402365548-1583438725.png?v=1402365554
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100703-01.jpg,4,http://pic.pimg.tw/ronnywang/1402365555-2807955483.png?v=1402365562
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100703-01.jpg,5,http://pic.pimg.tw/ronnywang/1402365564-1727021552.png?v=1402365570
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100703-01.jpg,6,http://pic.pimg.tw/ronnywang/1402365571-1602244262.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100703-01.jpg,7,http://pic.pimg.tw/ronnywang/1402365579-247076338.png?v=1402365585
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100703-01.jpg,8,http://pic.pimg.tw/ronnywang/1402365587-3433947561.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100703-02.jpg,0,http://pic.pimg.tw/ronnywang/1402365634-1365803756.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100703-02.jpg,1,http://pic.pimg.tw/ronnywang/1402365641-2108530196.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100703-02.jpg,2,http://pic.pimg.tw/ronnywang/1402365649-211448952.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100703-02.jpg,3,http://pic.pimg.tw/ronnywang/1402365657-455564866.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100703-02.jpg,4,http://pic.pimg.tw/ronnywang/1402365665-926832052.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100703-02.jpg,5,http://pic.pimg.tw/ronnywang/1402365673-1817384062.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100703-02.jpg,6,http://pic.pimg.tw/ronnywang/1402365681-2195939286.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100703-02.jpg,7,http://pic.pimg.tw/ronnywang/1402365689-3174661196.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100703-02.jpg,8,http://pic.pimg.tw/ronnywang/1402365697-342997703.png?v=1402365703
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100703-03.jpg,0,http://pic.pimg.tw/ronnywang/1402365747-3909423177.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100703-03.jpg,1,http://pic.pimg.tw/ronnywang/1402365755-3008690100.png?v=1402365763
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100703-03.jpg,2,http://pic.pimg.tw/ronnywang/1402365764-365342714.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100703-03.jpg,3,http://pic.pimg.tw/ronnywang/1402365774-516728714.png?v=1402365781
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100703-03.jpg,4,http://pic.pimg.tw/ronnywang/1402365782-4174789603.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100703-03.jpg,5,http://pic.pimg.tw/ronnywang/1402365790-4102914665.png?v=1402365798
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100703-03.jpg,6,http://pic.pimg.tw/ronnywang/1402365799-3998060364.png?v=1402365806
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100704-01.jpg,0,http://pic.pimg.tw/ronnywang/1402365847-147473724.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100704-01.jpg,1,http://pic.pimg.tw/ronnywang/1402365854-639702147.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100704-01.jpg,2,http://pic.pimg.tw/ronnywang/1402365862-3475200312.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100704-01.jpg,3,http://pic.pimg.tw/ronnywang/1402365871-357114584.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100704-01.jpg,4,http://pic.pimg.tw/ronnywang/1402365881-949611710.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100704-01.jpg,5,http://pic.pimg.tw/ronnywang/1402365889-2955175835.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100704-01.jpg,6,http://pic.pimg.tw/ronnywang/1402365899-1905823037.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100704-01.jpg,7,http://pic.pimg.tw/ronnywang/1402365908-592830662.png?v=1402365915
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100704-01.jpg,8,http://pic.pimg.tw/ronnywang/1402365916-4035230531.png?v=1402365923
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100704-02.jpg,0,http://pic.pimg.tw/ronnywang/1402365965-622806951.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100704-02.jpg,1,http://pic.pimg.tw/ronnywang/1402365975-2420121405.png?v=1402365986
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100704-02.jpg,2,http://pic.pimg.tw/ronnywang/1402365987-2547365079.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100704-02.jpg,3,http://pic.pimg.tw/ronnywang/1402365996-3184200623.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100704-02.jpg,4,http://pic.pimg.tw/ronnywang/1402366005-1369589997.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100704-02.jpg,5,http://pic.pimg.tw/ronnywang/1402366012-205989071.png?v=1402366019
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100704-02.jpg,6,http://pic.pimg.tw/ronnywang/1402366020-692794294.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100704-02.jpg,7,http://pic.pimg.tw/ronnywang/1402366029-479039196.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100704-02.jpg,8,http://pic.pimg.tw/ronnywang/1402366036-2083423471.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100704.jpg,0,http://pic.pimg.tw/ronnywang/1402366082-2468495881.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100704.jpg,1,http://pic.pimg.tw/ronnywang/1402366089-2777837208.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100704.jpg,2,http://pic.pimg.tw/ronnywang/1402366096-2011641886.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100704.jpg,3,http://pic.pimg.tw/ronnywang/1402366104-1364150318.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100704.jpg,4,http://pic.pimg.tw/ronnywang/1402366112-3809992823.png?v=1402366120
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100704.jpg,5,http://pic.pimg.tw/ronnywang/1402366122-2484629751.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100704.jpg,6,http://pic.pimg.tw/ronnywang/1402366131-4135105641.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100705-01.jpg,0,http://pic.pimg.tw/ronnywang/1402366179-2372937954.png?v=1402366187
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100705-01.jpg,1,http://pic.pimg.tw/ronnywang/1402366188-1013469954.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100705-01.jpg,2,http://pic.pimg.tw/ronnywang/1402366196-2118753009.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100705-01.jpg,3,http://pic.pimg.tw/ronnywang/1402366205-4232000174.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100705-01.jpg,4,http://pic.pimg.tw/ronnywang/1402366213-1926913932.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100705-01.jpg,5,http://pic.pimg.tw/ronnywang/1402366220-2133109533.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100705-01.jpg,6,http://pic.pimg.tw/ronnywang/1402366228-2680242931.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100705-01.jpg,7,http://pic.pimg.tw/ronnywang/1402366235-73991175.png?v=1402366244
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100705-01.jpg,8,http://pic.pimg.tw/ronnywang/1402366245-2908547379.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100705-02.jpg,0,http://pic.pimg.tw/ronnywang/1402366294-2346249284.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100705-02.jpg,1,http://pic.pimg.tw/ronnywang/1402366303-3900591376.png?v=1402366310
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100705-02.jpg,2,http://pic.pimg.tw/ronnywang/1402366311-3962512176.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100705-02.jpg,3,http://pic.pimg.tw/ronnywang/1402366320-4243112045.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100705-02.jpg,4,http://pic.pimg.tw/ronnywang/1402366328-310624927.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100705-02.jpg,5,http://pic.pimg.tw/ronnywang/1402366338-1402466259.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100705-02.jpg,6,http://pic.pimg.tw/ronnywang/1402366348-1967548858.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100705-02.jpg,7,http://pic.pimg.tw/ronnywang/1402366357-2340614843.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100705-02.jpg,8,http://pic.pimg.tw/ronnywang/1402366365-2208615397.png?v=1402366373
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100705-03.jpg,0,http://pic.pimg.tw/ronnywang/1402366413-2202390785.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100705-03.jpg,1,http://pic.pimg.tw/ronnywang/1402366424-3231200389.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100705-03.jpg,2,http://pic.pimg.tw/ronnywang/1402366434-2666169351.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100705-03.jpg,3,http://pic.pimg.tw/ronnywang/1402366445-3443403206.png?v=1402366454
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100705-03.jpg,4,http://pic.pimg.tw/ronnywang/1402366457-410449617.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100705-03.jpg,5,http://pic.pimg.tw/ronnywang/1402366465-3098294400.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100705-03.jpg,6,http://pic.pimg.tw/ronnywang/1402366473-909838748.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100706-01.jpg,0,http://pic.pimg.tw/ronnywang/1402366522-3143376481.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100706-01.jpg,1,http://pic.pimg.tw/ronnywang/1402366532-4289344246.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100706-01.jpg,2,http://pic.pimg.tw/ronnywang/1402366544-3195046675.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100706-01.jpg,3,http://pic.pimg.tw/ronnywang/1402366552-1701497453.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100706-01.jpg,4,http://pic.pimg.tw/ronnywang/1402366563-3146867155.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100706-01.jpg,5,http://pic.pimg.tw/ronnywang/1402366575-200626986.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100706-01.jpg,6,http://pic.pimg.tw/ronnywang/1402366585-2304717416.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100706-01.jpg,7,http://pic.pimg.tw/ronnywang/1402366594-2459693470.png?v=1402366600
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100706-01.jpg,8,http://pic.pimg.tw/ronnywang/1402366602-2265530520.png?v=1402366608
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100706-02.jpg,0,http://pic.pimg.tw/ronnywang/1402366649-3818035276.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100706-02.jpg,1,http://pic.pimg.tw/ronnywang/1402366657-3141615263.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100706-02.jpg,2,http://pic.pimg.tw/ronnywang/1402366668-1682108165.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100706-02.jpg,3,http://pic.pimg.tw/ronnywang/1402366677-3594005881.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100706-02.jpg,4,http://pic.pimg.tw/ronnywang/1402366685-1442883819.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100706-02.jpg,5,http://pic.pimg.tw/ronnywang/1402366694-955904407.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100706-02.jpg,6,http://pic.pimg.tw/ronnywang/1402366702-4238556493.png?v=1402366708
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100706-02.jpg,7,http://pic.pimg.tw/ronnywang/1402366710-146827451.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100706-02.jpg,8,http://pic.pimg.tw/ronnywang/1402366719-3431997924.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100706-03.jpg,0,http://pic.pimg.tw/ronnywang/1402366772-1990115025.png?v=1402366779
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100706-03.jpg,1,http://pic.pimg.tw/ronnywang/1402366780-3052834049.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100706-03.jpg,2,http://pic.pimg.tw/ronnywang/1402366788-4204793593.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100706-03.jpg,3,http://pic.pimg.tw/ronnywang/1402366799-710478683.png?v=1402366807
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100706-03.jpg,4,http://pic.pimg.tw/ronnywang/1402366810-3330030395.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100706-03.jpg,5,http://pic.pimg.tw/ronnywang/1402366819-4220616775.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100706-03.jpg,6,http://pic.pimg.tw/ronnywang/1402366830-4283012194.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100707-01.jpg,0,http://pic.pimg.tw/ronnywang/1402366889-55965999.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100707-01.jpg,1,http://pic.pimg.tw/ronnywang/1402366898-827642870.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100707-01.jpg,2,http://pic.pimg.tw/ronnywang/1402366907-3201181147.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100707-01.jpg,3,http://pic.pimg.tw/ronnywang/1402366915-2220627072.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100707-01.jpg,4,http://pic.pimg.tw/ronnywang/1402366926-1916645441.png?v=1402366933
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100707-01.jpg,5,http://pic.pimg.tw/ronnywang/1402366934-687861036.png?v=1402366944
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100707-01.jpg,6,http://pic.pimg.tw/ronnywang/1402366946-3832205934.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100707-01.jpg,7,http://pic.pimg.tw/ronnywang/1402366954-3485684155.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100707-01.jpg,8,http://pic.pimg.tw/ronnywang/1402366963-3349122643.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100707-02.jpg,0,http://pic.pimg.tw/ronnywang/1402367014-732436658.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100707-02.jpg,1,http://pic.pimg.tw/ronnywang/1402367023-1075034419.png?v=1402367029
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100707-02.jpg,2,http://pic.pimg.tw/ronnywang/1402367032-2297789719.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100707-02.jpg,3,http://pic.pimg.tw/ronnywang/1402367041-670208743.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100707-02.jpg,4,http://pic.pimg.tw/ronnywang/1402367049-2579169347.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100707-02.jpg,5,http://pic.pimg.tw/ronnywang/1402367058-1442402326.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100707-02.jpg,6,http://pic.pimg.tw/ronnywang/1402367070-1251957177.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100707-02.jpg,7,http://pic.pimg.tw/ronnywang/1402367081-1012723624.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100707-02.jpg,8,http://pic.pimg.tw/ronnywang/1402367092-4262395689.png?v=1402367100
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100707-03.jpg,0,http://pic.pimg.tw/ronnywang/1402367139-2478235356.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100707-03.jpg,1,http://pic.pimg.tw/ronnywang/1402367148-999890310.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100707-03.jpg,2,http://pic.pimg.tw/ronnywang/1402367158-3702698393.png?v=1402367165
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100707-03.jpg,3,http://pic.pimg.tw/ronnywang/1402367167-3014127831.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100707-03.jpg,4,http://pic.pimg.tw/ronnywang/1402367180-972408130.png?v=1402367186
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100707-03.jpg,5,http://pic.pimg.tw/ronnywang/1402367190-3446089833.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100707-03.jpg,6,http://pic.pimg.tw/ronnywang/1402367199-2501733778.png?v=1402367206
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100708-01.jpg,0,http://pic.pimg.tw/ronnywang/1402367258-330850251.png?v=1402367265
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100708-01.jpg,1,http://pic.pimg.tw/ronnywang/1402367267-2795259577.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100708-01.jpg,2,http://pic.pimg.tw/ronnywang/1402367276-3348842956.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100708-01.jpg,3,http://pic.pimg.tw/ronnywang/1402367287-2007584015.png
./第1屆高雄市市長擬參選人陳菊政治獻金專戶/30100708-01.jpg,4,http://pic.pimg.tw/ronnywang/1402367297-4276120366.png?v=1402367302
./第5屆臺北市市長擬參選人郝龍斌政治獻金專戶/30500101-01.jpg,0,http://pic.pimg.tw/ronnywang/1402367348-4229751018.png
./第5屆臺北市市長擬參選人郝龍斌政治獻金專戶/30500101-01.jpg,1,http://pic.pimg.tw/ronnywang/1402367359-783639426.png
./第5屆臺北市市長擬參選人郝龍斌政治獻金專戶/30500101-01.jpg,2,http://pic.pimg.tw/ronnywang/1402367368-3627409082.png?v=1402367375
./第5屆臺北市市長擬參選人郝龍斌政治獻金專戶/30500101-01.jpg,3,http://pic.pimg.tw/ronnywang/1402367378-808906799.png
./第5屆臺北市市長擬參選人郝龍斌政治獻金專戶/30500101-01.jpg,4,http://pic.pimg.tw/ronnywang/1402367386-3871609870.png
./第5屆臺北市市長擬參選人郝龍斌政治獻金專戶/30500101-01.jpg,5,http://pic.pimg.tw/ronnywang/1402367397-166609658.png
./第5屆臺北市市長擬參選人郝龍斌政治獻金專戶/30500101-01.jpg,6,http://pic.pimg.tw/ronnywang/1402367410-2492473791.png
./第5屆臺北市市長擬參選人郝龍斌政治獻金專戶/30500101-01.jpg,7,http://pic.pimg.tw/ronnywang/1402367419-3471624525.png
./第5屆臺北市市長擬參選人郝龍斌政治獻金專戶/30500101-01.jpg,8,http://pic.pimg.tw/ronnywang/1402367430-3653657858.png
./第5屆臺北市市長擬參選人郝龍斌政治獻金專戶/30500101-02.jpg,0,http://pic.pimg.tw/ronnywang/1402367474-913030517.png
./第5屆臺北市市長擬參選人郝龍斌政治獻金專戶/30500101-02.jpg,1,http://pic.pimg.tw/ronnywang/1402367483-3108054088.png?v=1402367490
./第5屆臺北市市長擬參選人郝龍斌政治獻金專戶/30500101-02.jpg,2,http://pic.pimg.tw/ronnywang/1402367496-763889358.png
