id,檔名,頁數,網址,圖寬,圖高
2638,顏清標/交通旅運支出/交通旅運支出.pdf,3,http://pic.pimg.tw/ronnywang/1393516977-648346998.png,3510,2482
2642,馬英九/匿名捐政/匿名捐贈.pdf,225,http://pic.pimg.tw/ronnywang/1393549370-1704164688.jpg,7020,4964
2643,"馬英九/匿名捐政/匿名捐贈 (2).pdf",000,http://pic.pimg.tw/ronnywang/1393558230-96224679.jpg,7020,4964,1
2644,"馬英九/匿名捐政/匿名捐贈 (2).pdf",063,http://pic.pimg.tw/ronnywang/1393561859-1756897357.jpg?v=1393561866,7020,4964,1
2645,"馬英九/匿名捐政/匿名捐贈 (2).pdf",075,http://pic.pimg.tw/ronnywang/1393562549-3337056418.jpg,7020,4964,1
2647,"馬英九/匿名捐政/匿名捐贈 (2).pdf",165,http://pic.pimg.tw/ronnywang/1393567735-2609000336.jpg,7020,4964,1
2651,馬英九/雜支支出/雜支支出.pdf,060,http://pic.pimg.tw/ronnywang/1393583088-1872680369.jpg?v=1393583094,7020,4964
2666,馬英九/營利事業捐贈收入/宗痛-營利事業捐贈收入.pdf,001,http://pic.pimg.tw/ronnywang/1393676291-336057033.jpg?v=1393676389,7020,4964,1
2668,馬英九/交通旅運支出/交通旅運支出.pdf,034,http://pic.pimg.tw/ronnywang/1393691130-2263251511.jpg,7020,4964
2669,馬英九/交通旅運支出/交通旅運支出.pdf,035,http://pic.pimg.tw/ronnywang/1393691189-2857371910.jpg?v=1393691205,7020,4964
2672,馬英九/交通旅運支出/交通旅運支出.pdf,080,http://pic.pimg.tw/ronnywang/1393693777-735122329.jpg?v=1393693784,7020,4964
2675,王惠美/其他收入/其他收入.pdf,000,http://pic.pimg.tw/ronnywang/1393702787-1722176514.jpg,7020,4964,1
2677,丁守中/其他收入/其他收入.pdf,000,http://pic.pimg.tw/ronnywang/1393708336-4009405239.jpg,7020,4964,1
2680,徐耀昌/交通旅運支出/交通旅運支出.pdf,003,http://pic.pimg.tw/ronnywang/1393715103-3252394107.jpg?v=1393715108,7020,4964
