id,檔名,頁數,網址,圖寬,圖高
29,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/05-099/09/04,3,http://pic.pimg.tw/ronnywang/1402365209-2037525466.png,2087,1475
30,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/05-099/09/04,4,http://pic.pimg.tw/ronnywang/1402365219-1940248301.png,2085,1477
31,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/05-099/09/04,5,http://pic.pimg.tw/ronnywang/1402365227-1984840941.png,2087,1475
32,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/05-099/09/04,6,http://pic.pimg.tw/ronnywang/1402365244-1507757947.png?v=1402365251,2090,1483
33,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/05-099/09/04,7,http://pic.pimg.tw/ronnywang/1402365252-3903661229.png,2087,1485
34,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/05-099/09/04,8,http://pic.pimg.tw/ronnywang/1402365259-4235539499.png,2088,1482
35,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/05-099/09/04,9,http://pic.pimg.tw/ronnywang/1402365268-2083191280.png?v=1402365274,2093,1489
36,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/05-099/09/04,10,http://pic.pimg.tw/ronnywang/1402365311-3900849888.png,2091,1482
37,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/05-099/09/04,11,http://pic.pimg.tw/ronnywang/1402365319-3836102597.png?v=1402365325,2086,1484
38,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/05-099/09/04,12,http://pic.pimg.tw/ronnywang/1402365326-2282511187.png,2086,1481
39,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/05-099/09/04,13,http://pic.pimg.tw/ronnywang/1402365334-1270526033.png,2087,1475
40,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/05-099/09/04,14,http://pic.pimg.tw/ronnywang/1402365342-2631944618.png?v=1402365349,2086,1479
41,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/05-099/09/04,15,http://pic.pimg.tw/ronnywang/1402365350-906567050.png,2085,1475
42,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/05-099/09/04,16,http://pic.pimg.tw/ronnywang/1402365359-3013167645.png?v=1402365366,2084,1468
43,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/05-099/09/04,17,http://pic.pimg.tw/ronnywang/1402365367-3171360546.png,2088,1470
44,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/05-099/09/04,18,http://pic.pimg.tw/ronnywang/1402365375-2792510575.png?v=1402365381,2086,1465
45,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/05-099/09/04,19,http://pic.pimg.tw/ronnywang/1402365425-282294339.png,2089,1468
46,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/05-099/09/04,20,http://pic.pimg.tw/ronnywang/1402365433-866431839.png?v=1402365441,2089,1470
47,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/05-099/09/04,21,http://pic.pimg.tw/ronnywang/1402365442-2515026754.png,2086,1470
48,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/05-099/09/04,22,http://pic.pimg.tw/ronnywang/1402365450-3113904948.png,2087,1478
49,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/05-099/09/04,23,http://pic.pimg.tw/ronnywang/1402365458-1056629842.png,2087,1480
50,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/05-099/09/04,24,http://pic.pimg.tw/ronnywang/1402365466-2999613906.png,2086,1479
51,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/05-099/09/04,25,http://pic.pimg.tw/ronnywang/1402365476-3692612313.png,2089,1481
52,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/19-099/10/05,1,http://pic.pimg.tw/ronnywang/1404961062-1782536846.png,2083,1468
53,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/19-099/10/05,2,http://pic.pimg.tw/ronnywang/1404961071-2128910467.png,2088,1463
54,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/19-099/10/05,3,http://pic.pimg.tw/ronnywang/1404961079-1685507426.png,2081,1473
55,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/19-099/10/05,4,http://pic.pimg.tw/ronnywang/1404961086-863884637.png,2082,1474
56,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/19-099/10/05,5,http://pic.pimg.tw/ronnywang/1404961094-1147131462.png,2089,1470
57,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/19-099/10/05,6,http://pic.pimg.tw/ronnywang/1404961102-176069574.png,2084,1480
58,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/19-099/10/05,7,http://pic.pimg.tw/ronnywang/1404961111-933944368.png,2083,1479
59,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/19-099/10/05,8,http://pic.pimg.tw/ronnywang/1404961119-3482618939.png,2089,1354
60,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/19-099/10/05,9,http://pic.pimg.tw/ronnywang/1404961126-367938167.png,2087,1483
61,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/19-099/10/05,10,http://pic.pimg.tw/ronnywang/1402365634-1365803756.png,2091,1478
62,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/19-099/10/05,11,http://pic.pimg.tw/ronnywang/1402365641-2108530196.png,2092,1484
63,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/19-099/10/05,12,http://pic.pimg.tw/ronnywang/1402365649-211448952.png,2086,1482
64,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/19-099/10/05,13,http://pic.pimg.tw/ronnywang/1402365657-455564866.png,2086,1476
65,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/19-099/10/05,14,http://pic.pimg.tw/ronnywang/1402365665-926832052.png,2091,1478
66,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/19-099/10/05,15,http://pic.pimg.tw/ronnywang/1402365673-1817384062.png,2085,1475
67,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/19-099/10/05,16,http://pic.pimg.tw/ronnywang/1402365681-2195939286.png,2084,1467
68,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/19-099/10/05,17,http://pic.pimg.tw/ronnywang/1402365689-3174661196.png,2090,1470
69,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/19-099/10/05,18,http://pic.pimg.tw/ronnywang/1402365697-342997703.png?v=1402365703,2084,1466
70,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/19-099/10/05,19,http://pic.pimg.tw/ronnywang/1402365747-3909423177.png,2086,1465
71,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/19-099/10/05,20,http://pic.pimg.tw/ronnywang/1402365755-3008690100.png?v=1402365763,2091,1468
72,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/19-099/10/05,21,http://pic.pimg.tw/ronnywang/1402365764-365342714.png,2087,1467
73,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/19-099/10/05,22,http://pic.pimg.tw/ronnywang/1402365774-516728714.png?v=1402365781,2084,1476
74,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/19-099/10/05,23,http://pic.pimg.tw/ronnywang/1402365782-4174789603.png,2089,1477
75,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/19-099/10/05,24,http://pic.pimg.tw/ronnywang/1402365790-4102914665.png?v=1402365798,2088,1475
76,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/19-099/10/05,25,http://pic.pimg.tw/ronnywang/1402365799-3998060364.png?v=1402365806,2088,1479
77,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/31-099/10/19,1,http://pic.pimg.tw/ronnywang/1402365847-147473724.png,2082,1472
78,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/31-099/10/19,2,http://pic.pimg.tw/ronnywang/1402365854-639702147.png,2086,1471
79,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/31-099/10/19,3,http://pic.pimg.tw/ronnywang/1402365862-3475200312.png,2090,1477
80,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/31-099/10/19,4,http://pic.pimg.tw/ronnywang/1402365871-357114584.png,2083,1479
81,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/31-099/10/19,5,http://pic.pimg.tw/ronnywang/1402365881-949611710.png,2087,1479
82,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/31-099/10/19,6,http://pic.pimg.tw/ronnywang/1402365889-2955175835.png,2094,1484
83,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/31-099/10/19,7,http://pic.pimg.tw/ronnywang/1402365899-1905823037.png,2086,1491
84,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/31-099/10/19,8,http://pic.pimg.tw/ronnywang/1402365908-592830662.png?v=1402365915,2088,1485
85,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/31-099/10/19,9,http://pic.pimg.tw/ronnywang/1402365916-4035230531.png?v=1402365923,2096,1490
86,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/31-099/10/19,10,http://pic.pimg.tw/ronnywang/1402365965-622806951.png,2085,1480
87,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/31-099/10/19,11,http://pic.pimg.tw/ronnywang/1402365975-2420121405.png?v=1402365986,2089,1485
88,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/31-099/10/19,12,http://pic.pimg.tw/ronnywang/1402365987-2547365079.png,2086,1481
89,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/31-099/10/19,13,http://pic.pimg.tw/ronnywang/1402365996-3184200623.png,2083,1477
90,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/31-099/10/19,14,http://pic.pimg.tw/ronnywang/1402366005-1369589997.png,2090,1479
91,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/31-099/10/19,15,http://pic.pimg.tw/ronnywang/1402366012-205989071.png?v=1402366019,2085,1476
92,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/31-099/10/19,16,http://pic.pimg.tw/ronnywang/1402366020-692794294.png,2079,1469
93,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/31-099/10/19,17,http://pic.pimg.tw/ronnywang/1402366029-479039196.png,2093,1470
94,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/31-099/10/19,18,http://pic.pimg.tw/ronnywang/1402366036-2083423471.png,2084,1466
95,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/31-099/10/19,19,http://pic.pimg.tw/ronnywang/1402366082-2468495881.png,2084,1471
96,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/31-099/10/19,20,http://pic.pimg.tw/ronnywang/1402366089-2777837208.png,2087,1470
97,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/31-099/10/19,21,http://pic.pimg.tw/ronnywang/1402366096-2011641886.png,2088,1472
98,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/31-099/10/19,22,http://pic.pimg.tw/ronnywang/1402366104-1364150318.png,2087,1480
99,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/31-099/10/19,23,http://pic.pimg.tw/ronnywang/1402366112-3809992823.png?v=1402366120,2088,1480
100,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/31-099/10/19,24,http://pic.pimg.tw/ronnywang/1402366122-2484629751.png,2088,1480
101,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/10/31-099/10/19,25,http://pic.pimg.tw/ronnywang/1402366131-4135105641.png,2087,1486
102,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/09-099/10/31,1,http://pic.pimg.tw/ronnywang/1402366179-2372937954.png?v=1402366187,2090,1475
103,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/09-099/10/31,2,http://pic.pimg.tw/ronnywang/1402366188-1013469954.png,2091,1471
104,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/09-099/10/31,3,http://pic.pimg.tw/ronnywang/1402366196-2118753009.png,2089,1476
105,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/09-099/10/31,4,http://pic.pimg.tw/ronnywang/1402366205-4232000174.png,2086,1481
106,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/09-099/10/31,5,http://pic.pimg.tw/ronnywang/1402366213-1926913932.png,2090,1478
107,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/09-099/10/31,6,http://pic.pimg.tw/ronnywang/1402366220-2133109533.png,2092,1480
108,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/09-099/10/31,7,http://pic.pimg.tw/ronnywang/1402366228-2680242931.png,2084,1486
109,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/09-099/10/31,8,http://pic.pimg.tw/ronnywang/1402366235-73991175.png?v=1402366244,2091,1484
110,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/09-099/10/31,9,http://pic.pimg.tw/ronnywang/1402366245-2908547379.png,2094,1487
111,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/09-099/10/31,10,http://pic.pimg.tw/ronnywang/1402366294-2346249284.png,2091,1480
112,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/09-099/10/31,11,http://pic.pimg.tw/ronnywang/1402366303-3900591376.png?v=1402366310,2083,1481
113,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/09-099/10/31,12,http://pic.pimg.tw/ronnywang/1402366311-3962512176.png,2087,1478
114,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/09-099/10/31,13,http://pic.pimg.tw/ronnywang/1402366320-4243112045.png,2088,1478
115,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/09-099/10/31,14,http://pic.pimg.tw/ronnywang/1402366328-310624927.png,2086,1476
116,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/09-099/10/31,15,http://pic.pimg.tw/ronnywang/1402366338-1402466259.png,2087,1472
117,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/09-099/10/31,16,http://pic.pimg.tw/ronnywang/1402366348-1967548858.png,2084,1470
118,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/09-099/10/31,17,http://pic.pimg.tw/ronnywang/1402366357-2340614843.png,2086,1466
119,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/09-099/10/31,18,http://pic.pimg.tw/ronnywang/1402366365-2208615397.png?v=1402366373,2087,1467
120,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/09-099/10/31,19,http://pic.pimg.tw/ronnywang/1402366413-2202390785.png,2091,1467
121,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/09-099/10/31,20,http://pic.pimg.tw/ronnywang/1402366424-3231200389.png,2095,1467
122,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/09-099/10/31,21,http://pic.pimg.tw/ronnywang/1402366434-2666169351.png,2084,1470
123,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/09-099/10/31,22,http://pic.pimg.tw/ronnywang/1402366445-3443403206.png?v=1402366454,2087,1477
124,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/09-099/10/31,23,http://pic.pimg.tw/ronnywang/1402366457-410449617.png,2092,1478
125,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/09-099/10/31,24,http://pic.pimg.tw/ronnywang/1402366465-3098294400.png,2085,1477
126,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/09-099/10/31,25,http://pic.pimg.tw/ronnywang/1402366473-909838748.png,2085,1481
127,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/22-099/11/09,1,http://pic.pimg.tw/ronnywang/1402366522-3143376481.png,2082,1472
128,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/22-099/11/09,2,http://pic.pimg.tw/ronnywang/1402366532-4289344246.png,2090,1466
129,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/22-099/11/09,3,http://pic.pimg.tw/ronnywang/1402366544-3195046675.png,2086,1472
130,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/22-099/11/09,4,http://pic.pimg.tw/ronnywang/1402366552-1701497453.png,2087,1480
131,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/22-099/11/09,5,http://pic.pimg.tw/ronnywang/1402366563-3146867155.png,2092,1476
132,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/22-099/11/09,6,http://pic.pimg.tw/ronnywang/1402366575-200626986.png,2089,1481
133,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/22-099/11/09,7,http://pic.pimg.tw/ronnywang/1402366585-2304717416.png,2089,1485
134,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/22-099/11/09,8,http://pic.pimg.tw/ronnywang/1402366594-2459693470.png?v=1402366600,2093,1482
135,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/22-099/11/09,9,http://pic.pimg.tw/ronnywang/1402366602-2265530520.png?v=1402366608,2093,1486
136,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/22-099/11/09,10,http://pic.pimg.tw/ronnywang/1402366649-3818035276.png,2088,1476
137,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/22-099/11/09,11,http://pic.pimg.tw/ronnywang/1402366657-3141615263.png,2088,1482
138,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/22-099/11/09,12,http://pic.pimg.tw/ronnywang/1402366668-1682108165.png,2084,1481
139,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/22-099/11/09,13,http://pic.pimg.tw/ronnywang/1402366677-3594005881.png,2085,1474
140,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/22-099/11/09,14,http://pic.pimg.tw/ronnywang/1402366685-1442883819.png,2089,1478
141,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/22-099/11/09,15,http://pic.pimg.tw/ronnywang/1402366694-955904407.png,2084,1475
142,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/22-099/11/09,16,http://pic.pimg.tw/ronnywang/1402366702-4238556493.png?v=1402366708,2083,1465
143,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/22-099/11/09,17,http://pic.pimg.tw/ronnywang/1402366710-146827451.png,2088,1469
144,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/22-099/11/09,18,http://pic.pimg.tw/ronnywang/1402366719-3431997924.png,2084,1467
145,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/22-099/11/09,19,http://pic.pimg.tw/ronnywang/1402366772-1990115025.png?v=1402366779,2087,1470
146,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/22-099/11/09,20,http://pic.pimg.tw/ronnywang/1402366780-3052834049.png,2092,1467
147,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/22-099/11/09,21,http://pic.pimg.tw/ronnywang/1402366788-4204793593.png,2084,1469
148,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/22-099/11/09,22,http://pic.pimg.tw/ronnywang/1402366799-710478683.png?v=1402366807,2087,1479
149,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/22-099/11/09,23,http://pic.pimg.tw/ronnywang/1402366810-3330030395.png,2091,1475
150,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/22-099/11/09,24,http://pic.pimg.tw/ronnywang/1402366819-4220616775.png,2086,1477
151,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/22-099/11/09,25,http://pic.pimg.tw/ronnywang/1402366830-4283012194.png,2089,1484
152,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/30-099/11/22,1,http://pic.pimg.tw/ronnywang/1402366889-55965999.png,2081,1471
153,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/30-099/11/22,2,http://pic.pimg.tw/ronnywang/1402366898-827642870.png,2087,1467
154,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/30-099/11/22,3,http://pic.pimg.tw/ronnywang/1402366907-3201181147.png,2083,1472
155,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/30-099/11/22,4,http://pic.pimg.tw/ronnywang/1402366915-2220627072.png,2088,1476
156,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/30-099/11/22,5,http://pic.pimg.tw/ronnywang/1402366926-1916645441.png?v=1402366933,2089,1474
157,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/30-099/11/22,6,http://pic.pimg.tw/ronnywang/1402366934-687861036.png?v=1402366944,2087,1478
158,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/30-099/11/22,7,http://pic.pimg.tw/ronnywang/1402366946-3832205934.png,2091,1483
159,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/30-099/11/22,8,http://pic.pimg.tw/ronnywang/1402366954-3485684155.png,2091,1483
160,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/30-099/11/22,9,http://pic.pimg.tw/ronnywang/1402366963-3349122643.png,2090,1484
161,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/30-099/11/22,10,http://pic.pimg.tw/ronnywang/1402367014-732436658.png,2087,1481
162,第1屆高雄市市長擬參選人陳菊政治獻金專戶-支出收入-099/11/30-099/11/22,11,http://pic.pimg.tw/ronnywang/1402367023-1075034419.png?v=1402367029,2088,1481
