id,檔名,頁數,網址,圖寬,圖高
1,第1屆新北市市長擬參選人朱立倫政治獻金專戶-支出-100/01/07-099/11/30,001,http://pic.pimg.tw/ronnywang/1399142274-3213314323_l.jpg,3483,2346
2,第1屆新北市市長擬參選人朱立倫政治獻金專戶-支出-100/01/07-099/11/30,002,http://pic.pimg.tw/ronnywang/1399142073-1570604322_l.jpg,3483,2346
3,第1屆新北市市長擬參選人朱立倫政治獻金專戶-支出-100/01/07-099/11/30,003,http://pic.pimg.tw/ronnywang/1399142144-2164351619_l.jpg?v=1399142146,3483,2346
4,第1屆新北市市長擬參選人朱立倫政治獻金專戶-支出-100/01/07-099/11/30,004,http://pic.pimg.tw/ronnywang/1399141913-3263947369_l.jpg,3483,2346
5,第1屆新北市市長擬參選人朱立倫政治獻金專戶-支出-100/01/07-099/11/30,005,http://pic.pimg.tw/ronnywang/1399141877-3385833225_l.jpg,3483,2346
6,第1屆新北市市長擬參選人朱立倫政治獻金專戶-支出-100/01/07-099/11/30,006,http://pic.pimg.tw/ronnywang/1399142323-3733803550_l.jpg,3483,2346
7,第1屆新北市市長擬參選人朱立倫政治獻金專戶-支出-100/01/07-099/11/30,007,http://pic.pimg.tw/ronnywang/1399142216-670956996_l.jpg,3483,2346
8,第1屆新北市市長擬參選人朱立倫政治獻金專戶-支出-100/01/07-099/11/30,008,http://pic.pimg.tw/ronnywang/1399142000-2304562435_l.jpg,3483,2346
9,第1屆新北市市長擬參選人朱立倫政治獻金專戶-支出-100/01/07-099/11/30,009,http://pic.pimg.tw/ronnywang/1399142390-2506789352_l.jpg,3483,2346
10,第1屆新北市市長擬參選人朱立倫政治獻金專戶-支出-100/01/07-099/11/30,010,http://pic.pimg.tw/ronnywang/1399142167-51960062_l.jpg,3483,2346
11,第1屆新北市市長擬參選人朱立倫政治獻金專戶-支出-100/01/07-099/11/30,011,http://pic.pimg.tw/ronnywang/1399141973-363082960_l.jpg,3483,2346
12,第1屆新北市市長擬參選人朱立倫政治獻金專戶-支出-100/01/07-099/11/30,012,http://pic.pimg.tw/ronnywang/1399142149-1775064168_l.jpg,3483,2346
13,第1屆新北市市長擬參選人朱立倫政治獻金專戶-支出-100/01/07-099/11/30,013,http://pic.pimg.tw/ronnywang/1399141953-4039907578_l.jpg,3483,2346
14,第1屆新北市市長擬參選人朱立倫政治獻金專戶-支出-100/01/07-099/11/30,014,http://pic.pimg.tw/ronnywang/1399142445-1996457410_l.jpg,3483,2346
15,第1屆新北市市長擬參選人朱立倫政治獻金專戶-支出-100/01/07-099/11/30,015,http://pic.pimg.tw/ronnywang/1399141928-1586568626_l.jpg,3483,2346
16,第1屆新北市市長擬參選人朱立倫政治獻金專戶-支出-100/01/07-099/11/30,016,http://pic.pimg.tw/ronnywang/1399141938-4073016489_l.jpg,3483,2346
17,第1屆新北市市長擬參選人朱立倫政治獻金專戶-支出-100/01/07-099/11/30,017,http://pic.pimg.tw/ronnywang/1399141876-2275405584_l.jpg,3483,2346
18,第1屆新北市市長擬參選人朱立倫政治獻金專戶-支出-100/01/07-099/11/30,018,http://pic.pimg.tw/ronnywang/1399141860-4243770008_l.jpg,3483,2346
19,第1屆新北市市長擬參選人朱立倫政治獻金專戶-支出-100/01/07-099/11/30,019,http://pic.pimg.tw/ronnywang/1399142135-524511398_l.jpg,3483,2346
20,第1屆新北市市長擬參選人朱立倫政治獻金專戶-支出-100/01/07-099/11/30,020,http://pic.pimg.tw/ronnywang/1399141861-1434968690_l.jpg,3483,2346
21,第1屆新北市市長擬參選人朱立倫政治獻金專戶-支出-100/01/07-099/11/30,021,http://pic.pimg.tw/ronnywang/1399142227-339158482_l.jpg,3483,2346
22,第1屆新北市市長擬參選人朱立倫政治獻金專戶-支出-100/01/07-099/11/30,022,http://pic.pimg.tw/ronnywang/1399142007-2357687898_l.jpg,3483,2346
23,第1屆新北市市長擬參選人朱立倫政治獻金專戶-支出-100/01/07-099/11/30,023,http://pic.pimg.tw/ronnywang/1399142352-832822131_l.jpg,3483,2346
24,第1屆新北市市長擬參選人朱立倫政治獻金專戶-支出-100/01/07-099/11/30,024,http://pic.pimg.tw/ronnywang/1399141850-3559784205_l.jpg,3483,2346
25,第1屆新北市市長擬參選人朱立倫政治獻金專戶-支出-100/01/07-099/11/30,025,http://pic.pimg.tw/ronnywang/1399141834-1061713060_l.jpg,3483,2346
26,第1屆新北市市長擬參選人朱立倫政治獻金專戶-支出-099/11/30-099/11/27,001,http://pic.pimg.tw/ronnywang/1399141928-3571467058_l.jpg?v=1399141930,3483,2346
